timestamps,tp9,af7,af8,tp10,right aux
1693369054.14632,777.2527465820312,738.5714111328125,745.4212646484375,750.6593627929688,653.5531005859375
1693369054.1583138,777.2527465820312,738.5714111328125,745.4212646484375,750.6593627929688,653.5531005859375
1693369054.174303,685.7875366210938,793.7728881835938,803.040283203125,630.1831665039062,935.6043701171875
1693369054.1902966,685.7875366210938,793.7728881835938,803.040283203125,630.1831665039062,935.6043701171875
1693369054.2052848,685.7875366210938,793.7728881835938,803.040283203125,630.1831665039062,935.6043701171875
1693369054.2222805,915.054931640625,798.6080322265625,807.87548828125,953.7362670898438,917.4725341796875
1693369054.2372684,915.054931640625,798.6080322265625,807.87548828125,953.7362670898438,917.4725341796875
1693369054.252259,915.054931640625,798.6080322265625,807.87548828125,953.7362670898438,917.4725341796875
1693369054.26725,915.054931640625,798.6080322265625,807.87548828125,953.7362670898438,917.4725341796875
1693369054.2832413,915.054931640625,798.6080322265625,807.87548828125,953.7362670898438,917.4725341796875
1693369054.3002317,928.7545776367188,797.8021850585938,808.6813354492188,969.047607421875,885.2380981445312
1693369054.3152225,826.00732421875,804.6520385742188,796.996337890625,802.6373901367188,770.8058471679688
1693369054.3302135,837.6923217773438,796.5933837890625,796.5933837890625,832.05126953125,806.2637329101562
1693369054.3462045,711.1721801757812,801.025634765625,798.2051391601562,649.120849609375,671.2820434570312
1693369054.362787,711.1721801757812,801.025634765625,798.2051391601562,649.120849609375,671.2820434570312
1693369054.3777773,873.9560546875,802.2344360351562,803.040283203125,890.0732421875,842.930419921875
1693369054.3937688,916.6666870117188,787.7289428710938,794.1758422851562,952.5274658203125,907.3992919921875
1693369054.4107602,884.8351440429688,786.923095703125,799.8168334960938,944.4688720703125,1323.6263427734375
1693369054.4247525,783.2966918945312,794.981689453125,805.4578857421875,765.970703125,699.4871826171875
1693369054.4417436,783.2966918945312,794.981689453125,805.4578857421875,765.970703125,699.4871826171875
1693369054.4567347,783.2966918945312,794.981689453125,805.4578857421875,765.970703125,699.4871826171875
1693369054.4727244,783.2966918945312,794.981689453125,805.4578857421875,765.970703125,699.4871826171875
1693369054.4897149,784.908447265625,792.1611938476562,801.4285888671875,781.6849975585938,722.8571166992188
1693369054.504707,832.05126953125,801.4285888671875,797.8021850585938,826.4102783203125,752.2710571289062
1693369054.520697,929.5604248046875,801.025634765625,797.8021850585938,971.8681030273438,1013.3699340820312
1693369054.5356898,929.5604248046875,801.025634765625,797.8021850585938,971.8681030273438,1013.3699340820312
1693369054.5516813,929.5604248046875,801.025634765625,797.8021850585938,971.8681030273438,1013.3699340820312
1693369054.5686703,728.09521484375,795.7875366210938,795.7875366210938,699.89013671875,679.7435913085938
1693369054.5836613,753.8828125,796.1904907226562,803.4432373046875,728.09521484375,717.2161254882812
1693369054.600652,739.3773193359375,798.2051391601562,794.1758422851562,717.6190185546875,782.087890625
1693369054.6156423,739.3773193359375,798.2051391601562,794.1758422851562,717.6190185546875,782.087890625
1693369054.6316352,739.3773193359375,798.2051391601562,794.1758422851562,717.6190185546875,782.087890625
1693369054.6476252,739.3773193359375,798.2051391601562,794.1758422851562,717.6190185546875,782.087890625
1693369054.6636147,739.3773193359375,798.2051391601562,794.1758422851562,717.6190185546875,782.087890625
1693369054.6796062,864.2857055664062,798.2051391601562,790.952392578125,894.908447265625,1101.208740234375
1693369054.6935978,957.3626098632812,807.069580078125,790.1465454101562,987.9853515625,998.05859375
1693369054.7095914,943.2600708007812,799.8168334960938,794.1758422851562,973.8828125,1040.3663330078125
1693369054.7245798,712.7838745117188,791.3552856445312,792.1611938476562,697.069580078125,601.97802734375
1693369054.7405717,746.6300659179688,802.6373901367188,790.5494384765625,728.901123046875,609.6337280273438
1693369054.755563,755.4945068359375,803.4432373046875,794.981689453125,767.5823974609375,774.4322509765625
1693369054.7705545,755.4945068359375,803.4432373046875,794.981689453125,767.5823974609375,774.4322509765625
1693369054.787546,890.4761962890625,804.2490844726562,797.8021850585938,915.4578857421875,930.7692260742188
1693369054.802536,941.6483764648438,804.2490844726562,795.3846435546875,970.2564086914062,865.4945068359375
