,0
361,0.008130222793784569
362,0.004597097314547582
363,0.0012929635055892502
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,6.415448241703133e-05
405,0.0007958125047276125
406,0.0007704277755477591
407,0.0002894481671178746
408,0.0005265617209453449
409,0.0004689929649710959
410,0.0007359214722859807
411,0.00016771366168989013
412,0.0005122972436182994
413,0.0
414,0.00020047396686888663
415,0.0002274697360686361
416,0.0009544868956159053
417,0.0009461623556975808
418,0.00037065874175842096
419,7.52904945365197e-05
420,0.0020840351758127915
421,0.0003285834809517655
422,0.00017589754865371678
423,0.0007341941185745772
424,0.0017987709563729117
425,0.002540076779961211
426,0.002782320678573741
427,0.009116018199805417
428,0.0057761998814521475
429,0.003896820624823672
430,0.0002704947898919972
431,0.00011820385328331626
432,0.00010343257452819948
433,0.0012784589182129353
434,0.0011123652669955224
435,0.0008483455952197256
436,0.007763788579962646
437,0.0
438,0.00018392422935293706
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,3.659752018281499e-05
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.002896862439196087
477,0.0021129355742668826
478,0.015299270456222099
479,0.0007049571995404307
480,9.860999978137466e-05
481,0.0
482,4.53997708877543e-05
483,0.0
484,0.00024452958281526475
485,0.0
486,0.00023815989263923607
487,0.0001360835775556158
488,0.0002375654700825833
489,0.004686035355492324
490,0.0022991549162159003
491,0.00011307012124837923
492,0.0
493,0.000761508949335722
494,0.0018418945027632234
495,0.0002550184007889322
496,0.0
497,0.0019785557628535584
498,0.005106782211988836
499,1.605181582888074e-07
500,6.545877306672562e-05
501,0.0001167552211130644
502,0.0006582962843898566
503,1.5666805679845558e-06
504,0.0003460812497864837
505,0.00024132098215264898
506,0.00020949423806340884
507,4.7200598788003124e-05
508,0.0
509,9.058998947302083e-05
510,0.00030534848373546747
511,0.00013432686113956912
512,0.0
513,2.3433377192884302e-05
514,0.0
515,0.0
516,0.0001343036980586372
517,0.00013194968561640986
518,0.0011678042303004065
519,8.041167618473517e-05
520,0.00021925792421853316
521,0.00018762064573823656
522,0.00012036718515292807
523,0.0005069215354654957
524,0.0031691293972298112
525,0.0063725675464907155
526,0.013837179146343135
527,0.001623128184934468
528,0.0
529,0.0
530,0.0007985108502270835
531,0.0003665979931473136
532,0.0004146998484857485
533,0.00260440782787314
534,0.003657417648211376
535,0.0
536,0.0004454214770770978
537,0.0
538,0.0019991439053669343
539,0.0007187216355984247
540,0.0016920534418865085
541,0.0015301509856308075
542,0.00422621243756128
543,0.005853546000863795
544,0.0
545,0.0005786492355167082
546,0.00030648552563490437
547,0.0001161920693375905
548,0.0001487070514394405
549,0.001061609828678173
550,0.0041542543063278715
551,0.0015837071679227818
552,0.0025910007454873355
553,0.00296009512798157
554,0.003014668120786414
555,0.0013042134138605296
556,0.0008085044587433008
557,0.002352652618601511
558,0.010602770070462652
559,0.0008323633884842499
560,0.0001915666291791723
561,0.002226776504763688
562,0.004800329615241502
563,0.0022758126925865405
564,6.287503569827227e-05
565,0.00013651589421260073
566,0.0001753416342987311
567,0.000595362466114065
568,0.0
569,0.00044805850197256544
570,5.803580616801522e-05
571,0.00018186211276377342
572,0.00014163127952159077
573,0.0003270349477654896
574,0.0004083325624160817
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.00020143693762297504
581,8.766882775893715e-05
582,0.00041806509683720803
583,0.00013719127273372698
584,0.00017200091517348006
585,0.0
586,0.00044886638287235873
587,0.0
588,0.0
589,0.0010827274046306058
590,0.012982631042687192
591,0.001239594405617001
592,0.00010936784551497251
593,0.0001230252871514642
594,0.0006702509879071211
595,0.0006290188959430454
596,8.719690344653115e-07
597,0.00046844703420872985
598,0.003102607198410382
599,0.0008482320492558469
600,4.022000773700363e-05
601,0.00029362443826732915
602,0.0024955296421159934
603,0.00025646259530553815
604,0.00016570160347886004
605,0.0029423266622794412
606,0.0004780085503726582
607,0.0007299871828747832
608,0.001195074670579616
609,0.002548865137596989
610,0.0030486080512786037
611,0.0027760897172727102
612,9.430744953505034e-05
613,0.0004657673942590364
614,9.841273295663114e-05
615,7.871628808869257e-05
616,0.00018665543075520061
617,1.8467827452872386e-05
618,0.0002612498342842434
619,0.0
620,0.0
621,0.00017222448901339318
622,0.0002072044609983752
623,0.0005228352277815965
624,0.00048538354789762797
625,0.0
626,0.0
627,0.00018432094872046482
628,0.0
629,0.00036083589675969753
630,0.0
631,0.0
632,0.00028834661543155314
633,0.00030344125295261875
634,0.00031699763007999064
635,8.624312743342827e-05
636,0.0027242486108435405
637,0.0007226604988805574
638,0.0008094094780977239
639,0.002169962984318564
640,0.003266940097810277
641,0.002831407816922658
642,0.00040900443248066844
643,0.012427240624258823
644,0.0011629255432719188
645,0.005736596286095587
646,0.0007600141793276302
647,0.000320882893131839
648,0.005341115655817195
649,0.00036485578878036934
650,0.005601882494078245
651,0.0014122780050782934
652,0.00017853266515583006
653,0.0023649188958977294
654,0.004659323325854094
655,0.0006236329128429232
656,0.00011752822176674871
657,0.017874074910222318
658,0.0005457299292574524
659,0.020825231584328554
660,8.510389877728937e-05
661,0.0
662,0.0007391254415578247
663,0.0001993340198515159
664,0.00034309320782816856
665,0.001182571770282931
666,0.0002964160405734456
667,0.0007615340206960377
668,0.001007430510310223
669,0.0
670,0.00041953587454859523
671,0.0
672,0.0005369153803358634
673,0.0
674,0.00037726897836054383
675,0.0001188475103395353
676,0.00011618211652580597
677,0.00023819276264944262
678,0.0
679,9.913519580205612e-05
680,0.001310489129967145
681,0.0
682,0.00014459734727327586
683,0.0005540877474621076
684,0.0
685,0.000334071173607104
686,0.0
687,0.0
688,0.00014674584424139936
689,0.0
690,0.0
691,0.0
692,0.0
693,7.041845354758382e-05
694,7.547311260731883e-05
695,6.76937438733417e-05
696,0.0008200213763022548
697,0.00021338126662988314
698,0.00069492461666299
699,0.00028594783134083167
700,0.00019956445299220584
701,0.00046731160475572335
702,0.0002769371220793611
703,0.0009486054520496695
704,0.0
705,0.000340667772532144
706,0.0005036140673761517
707,0.0017888149226662237
708,3.632056073585302e-05
709,0.00024729957807794253
710,0.0002375087269777171
711,0.001151230102205237
712,0.0
713,0.00019895271475550255
714,0.0013361558460695596
715,0.0004329953778854632
716,0.0009922832261362925
717,0.0009954409907221692
718,0.0009241031483083583
719,0.0006238190064612006
720,0.0005866008116046593
721,0.0017065336944224363
722,0.002265710959912818
723,0.00849079406951686
724,0.0022170909186240975
725,0.0012925561457371897
726,0.0035464759699075092
727,0.0014672192975748572
728,0.0012413339984775845
729,0.004495777188324883
730,0.0028123272800155814
731,0.0033283005730228164
732,0.006185875421412937
733,0.0003948331219511513
734,0.00039525638336694217
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,5.693228455121974e-05
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0009574259435374681
773,0.0026117029726944263
774,0.0007464364240215342
775,0.00018725102026726905
776,0.0008247003210642994
777,0.0024852179135449555
778,0.0015995218805476454
779,0.001584267937383232
780,0.0009732546259848472
781,0.001662961202524963
782,0.00013171408636577248
783,0.0007635799418057443
784,0.00036468687531373623
785,0.0012961214839971647
786,0.00033798805938800163
787,0.0021982049452216462
788,0.0005859626459069351
789,0.00018185168959533517
790,0.0016430739521534003
791,0.0005158076070432312
792,0.0
793,0.001257276335723518
794,0.0020901169839890113
795,0.0016173264611893767
796,0.0008529726782267208
797,0.0006578658872589218
798,0.0033394023130863125
799,3.9901992079955346e-05
800,0.001490728538104791
801,0.0
802,0.0
803,0.000695880688625317
804,0.00013468032223553137
805,0.0033340120872022722
806,3.047474735164372e-05
807,0.0
808,0.0
809,0.0
810,0.00032664834761328524
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0029606190728742763
845,0.001364043221787403
846,0.0009729834893166526
847,0.000154571999044518
848,0.0012748254839059273
849,0.0010152082791188043
850,0.0004660170702517521
851,0.0010711397034256253
852,0.0004124141897296875
853,0.00034910474316040104
854,0.004099977467130703
855,0.0018464239587104357
856,0.004611332266194466
857,0.00036587979553792405
858,0.00044080550315977443
859,0.00025405888298883297
860,0.0015155326892861535
861,0.0019895695047529296
862,0.0002859924259134948
863,0.001174822269116705
864,0.0025633588031721034
865,0.013565966095880937
866,0.0015460950641650723
867,0.00312938373788578
868,0.004536930288485553
869,0.004341836530805575
870,0.02015994314393525
871,0.00644341249202448
872,0.0009715326978970684
873,0.0028063005966544536
874,0.0007344249568401999
875,0.00019758464794461937
876,0.001571897618222677
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0001750019630888638
917,0.006903571889444563
918,0.003035537469258132
919,0.0
920,0.0007665526989932425
921,0.0014464759861341281
922,0.0005388173141897072
923,0.00011961520026487827
924,0.0009295133742878465
925,2.4788847691492217e-05
926,0.0005762400916648171
927,0.00018558599343013714
928,0.0012398778724536008
929,0.0
930,0.0005313838008318682
931,0.0008127679263022006
932,0.002603448568147105
933,0.0005616914030061622
934,0.0003639056609489687
935,0.0015341623813841863
936,0.00011050053324119994
937,0.0004265590392718565
938,1.511290318882184e-05
939,0.0013937383872856374
940,0.0011967960366193547
941,0.0005107001060955424
942,9.951193018291716e-05
943,0.00019657438822948223
944,0.001250879871408945
945,0.0030542928250638867
946,0.0009975784443713945
947,0.002020301247873211
948,0.004748625174403321
949,0.0
950,0.0008441907544258378
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
