,0
0,0.004353519295694629
1,0.004354035971548959
2,0.014750867128537234
3,0.0007958024271038407
4,0.00018744302315445795
5,0.00034888723579577904
6,9.449680558049325e-05
7,0.000635098061894414
8,0.00020875208895377963
9,0.00184800668426311
10,0.002507324257847285
11,0.0005818874991920767
12,0.0004582365672539211
13,0.0
14,0.0037853674611223833
15,0.0004917531965938645
16,0.0
17,0.00016671309498600317
18,0.00026812888409419625
19,4.0920965468544495e-05
20,0.0001130352379202217
21,0.00021796313562328948
22,0.000217891181317419
23,0.00011226685536302134
24,0.0002601898254284074
25,0.0
26,0.0
27,0.000337963493988807
28,0.00018688248247130567
29,0.0
30,0.0001565857160753152
31,5.953081832967086e-05
32,0.0
33,3.8598395705884006e-05
34,0.00019133445409446104
35,0.00031300148689793514
36,0.001463052516462479
37,0.002724125613844378
38,0.001963088481040687
39,0.0039039713462801036
40,0.0002960430370009873
41,0.0
42,0.0
43,0.00032013495993628315
44,0.00013713354440403634
45,0.0013635619797013083
46,0.004107372380761129
47,0.0005501804125717299
48,4.14256848045738e-05
49,0.00029385134637469556
50,0.0018750313745090885
51,0.0003782893759405805
52,0.001702214362636572
53,0.0028457555926949167
54,0.021920276928764918
55,0.007643343060924912
56,9.655066392437413e-05
57,0.0003813547563778119
58,7.127484842263143e-05
59,0.00010055385270204077
60,0.0013782245988799048
61,0.0030014025937124362
62,0.009688716390638615
63,0.0057945796520357685
64,0.00044422616301789723
65,0.004674743774774296
66,0.015252574854934321
67,0.001208567955577703
68,0.00019359493984061837
69,0.0002999601352099951
70,0.0005614057463539161
71,0.00026986157872636044
72,0.00044417563074688484
73,0.00017231874774744323
74,6.794244642124576e-05
75,5.489875711381014e-05
76,9.644233356937959e-05
77,0.0003326816939107431
78,0.0003339191992087492
79,4.3216805822239984e-05
80,0.0001735251389888748
81,0.0
82,0.00035224024592459224
83,0.00025314295613711586
84,0.0
85,0.00036886139729678456
86,0.0002833887439591163
87,0.0
88,0.0012193184007487222
89,0.0010230552252914566
90,0.013765126716087123
91,0.0025233408395317933
92,0.00018788053855813708
93,0.0002775341918303993
94,0.000347390606837552
95,3.294131458694157e-05
96,0.00013622482631776744
97,0.0036825783838420494
98,0.0009611208838566005
99,0.0002932408126677634
100,0.0020732768315054463
101,0.0030141498190408497
102,0.0033076002223227123
103,0.001309823567440656
104,0.0
105,0.00011938433003525609
106,0.00023108929177237427
107,0.0
108,0.0
109,0.0001734189081546094
110,0.00020045512176575594
111,0.00012493933095214402
112,7.30910282358597e-05
113,5.572854269505805e-05
114,0.0006481597575032327
115,8.720090214847117e-05
116,7.220821698079285e-05
117,0.0
118,0.0
119,0.00019383427764385847
120,5.056724803447175e-05
121,0.00019891751147860942
122,0.000136863988280055
123,5.459109421418516e-05
124,0.009676433104857973
125,0.0017727284816549047
126,0.0011845634040823358
127,0.003733699574246399
128,0.0038627522122035907
129,0.001534476945219193
130,0.00018619620986752664
131,0.0038364132548685593
132,0.0001239630217687546
133,0.0029293562508223695
134,0.0029789796495318104
135,0.0024216207437812677
136,0.0037166287585036406
137,0.00039217300358255423
138,0.014410326568512896
139,0.0018397799575535535
140,0.000892681720186159
141,0.008887117663012038
142,0.007394439307793033
143,0.0004830842346469653
144,0.0008041067061663535
145,0.010760961712623376
146,0.0005722484090479799
147,0.008245144869430805
148,0.00013252039626511988
149,0.0
150,0.0003242573794476882
151,0.0010122329698117772
152,0.0
153,0.00029197696283053736
154,4.823147687159936e-05
155,0.0008093968253028525
156,0.0005016393428182847
157,0.0002479476954399743
158,1.622711670072373e-05
159,0.00024503988718671305
160,0.00035059699890218666
161,0.00013160553318786942
162,0.000386863459890049
163,0.0
164,0.0
165,0.0003812543421174023
166,0.0
167,0.0
168,0.0002851945178163983
169,0.00015120524770610775
170,0.0008894155370784731
171,0.002326103258878229
172,0.00017092649250072993
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,1.7926918979843126e-06
179,0.0001466925627959552
180,0.00018741458141431047
181,0.0
182,0.0
183,0.0
184,0.0
185,8.852664242251885e-05
186,0.0003652150511174527
187,0.0001429578043574533
188,0.0006119255684250254
189,0.0002769804826449555
190,0.0008771056350246713
191,0.0004590614467928594
192,0.0003712865927509686
193,0.0003596692027106525
194,0.0011650128859735302
195,0.0
196,0.000670789085664715
197,0.0007613811818482051
198,0.0010278462627864012
199,0.0004208575710317005
200,0.0004884204342169159
201,0.00023236679749018835
202,0.0004739370025238098
203,0.0002468637893829744
204,0.0004498170511622624
205,0.0003213101441029586
206,0.0007942842869951259
207,0.0012687642411146924
208,0.0030019317004676446
209,0.0012912621248029963
210,0.00033885677317320293
211,0.0016471468244448758
212,0.001791325613915781
213,0.0005731819485386884
214,0.0030951001019050677
215,0.002198447179065979
216,0.003593237584879636
217,0.0
218,0.002989278554403052
219,0.001267196034250879
220,0.0023111806881513405
221,0.0031162306146926342
222,0.0005840537392481092
223,4.546472366438438e-05
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,8.714882161181905e-05
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0005845671260713848
261,0.0010264376069531015
262,0.000636769762746439
263,0.0012102071473449882
264,0.0006873448238734068
265,0.0020343013398542806
266,0.0009986933878820214
267,0.0020277788786338684
268,0.0003445879771334864
269,0.00016202671513006078
270,0.001591263835946921
271,0.00045857439365715603
272,0.0015462291997674208
273,0.0012025135499147085
274,0.0013417869762981898
275,0.00016730258239106092
276,0.002317870089250181
277,0.0014877828306020672
278,0.001291183143595446
279,0.002971762014980013
280,4.755858180856119e-05
281,0.0004354424114270327
282,0.0008596879148436365
283,0.002004845153739452
284,0.005274479196945756
285,0.0036482121581555295
286,0.004145399126114701
287,0.0025204653839955107
288,0.0016047463681042305
289,0.00016619571206815992
290,0.0004922368612730379
291,0.0003860478325658486
292,0.0032299149226045847
293,0.002517166037812251
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,5.675893903531809e-05
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0035515400178017125
333,9.356658205811619e-05
334,0.0009296583002280133
335,0.0006775389071878011
336,0.0013914328158568458
337,0.0003177665472823349
338,0.00012096930418493433
339,0.0006421985953414422
340,0.0011666168386357777
341,0.0006285401386931683
342,0.0010445792381653845
343,0.0009362254674693265
344,0.0010362894838334235
345,0.0005498643408770184
346,0.0007401633946175758
347,0.0007708082622140385
348,0.0035435648469023515
349,0.0005667478732326171
350,0.00048443094424672535
351,0.0024493015337109787
352,0.0014201113000945282
353,0.0002220462628989233
354,0.0013794272053728209
355,0.004874052369357883
356,0.0011497100114908395
357,0.0009321646922378765
358,0.018760538068740486
359,0.008832391777096571
360,0.007145602226291411
